TIME,OPERATION,LAST NAME,FIRST NAME,RESULT
2015-05-13 11:10,New Entry,Perez, Manuel,2015-05-13 03:49 -- Breaking and Entering; 
2015-05-13 17:35,New Entry,Morales, Margaret,2015-05-13 02:14 -- Assault; 
2015-05-13 00:24,Search,Sanchez, Robin,1984-10-06 02:23 -- Assault; 2002-03-04 12:10 -- Money Laundering; 2013-03-21 11:37 -- Drunk Driving; 
2015-05-13 06:00,Search,May, Latoya,No record found.
2015-05-13 11:26,Search,Wynn, Annie,No record found.
#######,,,,
2015-05-14 05:45,New Entry,Judd, Donald,2015-05-14 02:36 -- Tax Evasion; 2015-05-14 03:21 -- Tax Evasion; 
2015-05-14 11:00,New Entry,Newman, Leona,2015-05-14 01:13 -- Drunk Driving; 2015-05-14 01:51 -- Drunk Driving; 
2015-05-14 13:23,New Entry,Stevens, Jerome,2015-05-14 11:18 -- Vandalism; 2015-05-14 12:15 -- Assault; 
2015-05-14 03:31,Search,Sequeira, Monica,1979-12-02 05:37 -- Arson; 1987-09-09 06:21 -- Grand Theft Auto; 1989-03-17 10:14 -- Intent to Distribute; 2007-12-09 10:34 -- Drunk Driving; 
2015-05-14 07:41,Search,Banks, Jack,2014-09-28 03:22 -- Arson; 2014-09-28 04:44 -- Breaking and Entering; 2014-09-28 07:28 -- Breaking and Entering; 
2015-05-14 14:32,Search,Lemons, Gail,2014-07-21 01:06 -- Grand Theft Auto; 
#######,,,,
2015-05-15 01:25,New Entry,Mellor, Wendell,2015-05-15 00:55 -- Tax Evasion; 2015-05-15 01:19 -- Grand Theft Auto; 
2015-05-15 08:52,Search,Lewis, Bonita,2015-04-13 08:25 -- Shoplifting; 2015-04-13 15:06 -- Vandalism; 2015-04-13 15:28 -- Assault; 
#######,,,,
2015-05-16 19:56,New Entry,Grasso, Sara,2015-05-16 03:52 -- Grand Theft Auto; 
2015-05-16 20:14,New Entry,Reyes, Wade,2015-05-16 13:58 -- Arson; 
2015-05-16 03:54,Search,Chace, Clifford,No record found.
2015-05-16 04:17,Record Deleted,Jackson, Julian,2014-04-22 00:06 -- Vandalism; 2014-04-22 00:17 -- Drunk Driving; 2014-04-22 01:09 -- Breaking and Entering; 
2015-05-16 12:59,Search,Wetherby, Nicholas,2015-01-02 08:39 -- Tax Evasion; 
2015-05-16 15:44,Search,Brunson, Stephanie,No record found.
2015-05-16 19:08,Search,Crowell, Jeffrey,2015-03-25 05:17 -- Arson; 
2015-05-16 19:27,Search,Payne, Cecelia,1976-03-05 19:46 -- Shoplifting; 1994-01-25 18:16 -- Money Laundering; 2003-07-30 20:57 -- Assault; 2013-12-17 19:12 -- Assault; 
#######,,,,
2015-05-17 16:22,New Entry,Heil, Hazel,2015-05-17 03:46 -- Tax Evasion; 
2015-05-17 19:50,New Entry,Roberts, Miriam,2015-05-17 03:52 -- Intent to Distribute; 
2015-05-17 00:28,Record Deleted,Cox, William,2014-09-19 02:45 -- Possession; 2014-09-19 06:09 -- Money Laundering; 2014-09-19 09:22 -- Tax Evasion; 
2015-05-17 01:14,Search,Rivers, Elizabeth,2014-09-14 00:57 -- Breaking and Entering; 2014-09-14 05:31 -- Vandalism; 2014-09-14 05:48 -- Money Laundering; 
2015-05-17 07:15,Search,Aguirre, Kay,No record found.
2015-05-17 09:27,Search,Leal, Antonio,2015-05-01 11:02 -- Tax Evasion; 
2015-05-17 09:45,Record Updated,Weaver, Stacia,2015-05-17 09:45 -- Arson
2015-05-17 11:44,Record Deleted,Robinson, Paul,1985-06-03 19:44 -- Vandalism; 1986-12-05 14:44 -- Intent to Distribute; 2004-06-26 18:45 -- Tax Evasion; 
2015-05-17 16:07,Search,Thompson, Mary,1988-07-19 03:00 -- Vandalism; 2002-03-30 11:50 -- Intent to Distribute; 
2015-05-17 21:50,Search,Ponce, Robert,1977-05-07 02:39 -- Grand Theft Auto; 1980-05-09 00:05 -- Identity Theft; 1991-08-24 13:20 -- Money Laundering; 2003-12-10 00:26 -- Theft; 
2015-05-17 23:50,Search,Williams, Yuko,2015-03-15 04:12 -- Intent to Distribute; 
#######,,,,
2015-05-18 12:04,New Entry,Randall, Charles,2015-05-18 00:56 -- Assault; 2015-05-18 02:30 -- Intent to Distribute; 2015-05-18 06:09 -- Possession; 
2015-05-18 13:50,New Entry,McHugh, Betty,2015-05-18 03:45 -- Drunk Driving; 2015-05-18 10:22 -- Grand Theft Auto; 2015-05-18 13:45 -- Money Laundering; 
2015-05-18 22:40,New Entry,Darrington, Crystal,2015-05-18 10:23 -- Intent to Distribute; 2015-05-18 17:58 -- Arson; 
2015-05-18 07:46,Search,Walsh, Jack,No record found.
2015-05-18 09:25,Search,Cone, Rachel,1985-04-27 00:49 -- Assault; 1991-07-22 06:27 -- Shoplifting; 1996-08-04 06:16 -- Assault; 2004-12-22 08:32 -- Theft; 
2015-05-18 22:08,Search,Dukes, Jesse,No record found.
2015-05-18 23:18,Record Updated,Bronson, Warren,2015-05-18 23:18 -- Theft
2015-05-18 23:45,Search,Bolanos, Betty,No record found.
#######,,,,
2015-05-19 02:26,New Entry,Mattingly, Patrick,2015-05-19 00:20 -- Possession; 2015-05-19 00:38 -- Vandalism; 2015-05-19 02:20 -- Identity Theft; 
2015-05-19 10:35,New Entry,Faucher, Gloria,2015-05-19 09:01 -- Intent to Distribute; 
2015-05-19 02:41,Record Deleted,Gantt, Phoebe,2014-09-25 01:04 -- Assault; 
2015-05-19 04:02,Search,Jefcoat, Phillip,No record found.
2015-05-19 06:47,Search,Antonio, Vanessa,2014-02-03 04:41 -- Shoplifting; 2014-02-03 08:08 -- Drunk Driving; 2014-02-03 12:55 -- Tax Evasion; 
2015-05-19 10:25,Record Updated,Zhang, William,2015-05-19 10:25 -- Arson
2015-05-19 14:58,Search,Robertson, Lynette,1976-11-27 21:09 -- Shoplifting; 1978-09-08 15:05 -- Intent to Distribute; 2002-01-03 16:53 -- Money Laundering; 2004-01-10 14:13 -- Money Laundering; 2006-11-10 00:25 -- Assault; 
2015-05-19 23:19,Search,Venable, James,2015-02-21 11:38 -- Possession; 2015-02-21 16:11 -- Possession; 
#######,,,,
2015-05-20 09:53,New Entry,Hooker, Timothy,2015-05-20 03:57 -- Money Laundering; 2015-05-20 09:42 -- Intent to Distribute; 2015-05-20 09:52 -- Arson; 
2015-05-20 18:11,New Entry,Crowder, Curtis,2015-05-20 03:24 -- Shoplifting; 2015-05-20 09:05 -- Theft; 2015-05-20 11:49 -- Identity Theft; 
2015-05-20 03:21,Search,Villanueva, Harvey,2014-05-12 17:25 -- Theft; 
2015-05-20 10:17,Search,Marshall, Leah,2014-04-11 07:19 -- Intent to Distribute; 
2015-05-20 11:08,Search,Chambers, Naomi,1979-05-17 01:01 -- Breaking and Entering; 1981-11-14 12:47 -- Shoplifting; 1989-09-10 18:33 -- Grand Theft Auto; 
2015-05-20 12:08,Search,Garcia, Willie,2015-01-05 04:05 -- Breaking and Entering; 2015-01-05 07:59 -- Money Laundering; 
2015-05-20 14:21,Search,Lindner, Anna,2015-04-21 06:06 -- Possession; 
2015-05-20 16:48,Search,Blanchette, Charles,No record found.
2015-05-20 17:26,Search,Green, George,No record found.
2015-05-20 21:04,Search,Watson, Gregory,No record found.
2015-05-20 23:11,Search,Jackson, Julian,No record found.
#######,,,,
2015-05-21 04:43,New Entry,Collins, John,2015-05-21 03:04 -- Identity Theft; 
2015-05-21 08:45,New Entry,Jones, Debra,2015-05-21 00:10 -- Tax Evasion; 2015-05-21 03:48 -- Tax Evasion; 
2015-05-21 13:04,New Entry,Lee, Daniel,2015-05-21 05:06 -- Arson; 2015-05-21 08:11 -- Breaking and Entering; 2015-05-21 10:15 -- Grand Theft Auto; 
2015-05-21 00:02,Search,Barrett, Emil,1980-05-06 03:14 -- Arson; 1990-12-03 01:02 -- Intent to Distribute; 
2015-05-21 00:07,Record Updated,Gaffney, Dennis,2015-05-21 00:07 -- Money Laundering
2015-05-21 14:16,Search,Ivey, Michael,No record found.
2015-05-21 15:16,Search,Abraham, Michael,1978-02-03 23:19 -- Possession; 1984-04-27 14:38 -- Intent to Distribute; 1989-07-19 20:47 -- Possession; 1990-10-01 17:44 -- Assault; 
2015-05-21 20:33,Record Updated,Silvera, Patricia,2015-05-21 20:33 -- Vandalism
2015-05-21 22:33,Search,Trudeau, Arthur,No record found.
2015-05-21 23:19,Search,Holland, Nicolas,1979-01-21 15:29 -- Money Laundering; 1995-09-12 02:56 -- Drunk Driving; 2012-09-14 14:49 -- Money Laundering; 2014-06-26 12:01 -- Tax Evasion; 2014-12-12 16:34 -- Identity Theft; 
#######,,,,
2015-05-22 11:22,New Entry,Spino, Timothy,2015-05-22 06:03 -- Money Laundering; 2015-05-22 07:29 -- Grand Theft Auto; 
2015-05-22 00:54,Search,Webster, Eula,2014-03-24 02:05 -- Intent to Distribute; 2014-03-24 02:41 -- Identity Theft; 
2015-05-22 02:21,Search,Freeman, Paul,No record found.
2015-05-22 04:20,Search,Hills, Charles,No record found.
2015-05-22 10:08,Search,Jaquez, Lawrence,No record found.
2015-05-22 14:46,Record Deleted,Peters, Hazel,2014-04-25 00:00 -- Grand Theft Auto; 2014-04-25 00:19 -- Possession; 2014-04-25 05:13 -- Tax Evasion; 
2015-05-22 15:09,Search,Dewey, Jean,No record found.
2015-05-22 16:24,Search,Chism, Bette,2014-10-27 01:08 -- Possession; 2014-10-27 02:59 -- Grand Theft Auto; 2014-10-27 03:46 -- Grand Theft Auto; 
2015-05-22 16:47,Search,Garbutt, Joseph,No record found.
2015-05-22 19:43,Search,Barnett, Jane,No record found.
#######,,,,
2015-05-23 07:26,New Entry,Trevino, Alexandra,2015-05-23 03:01 -- Grand Theft Auto; 2015-05-23 04:47 -- Vandalism; 2015-05-23 06:11 -- Theft; 
2015-05-23 15:41,New Entry,McKinney, Tony,2015-05-23 01:32 -- Possession; 2015-05-23 11:05 -- Assault; 
2015-05-23 16:23,New Entry,Sutton, Lee,2015-05-23 04:23 -- Identity Theft; 2015-05-23 09:56 -- Assault; 2015-05-23 12:27 -- Money Laundering; 
2015-05-23 07:48,Search,Abril, Carrie,1976-03-30 14:58 -- Shoplifting; 1979-03-01 08:16 -- Shoplifting; 1979-05-21 17:04 -- Money Laundering; 1981-08-27 01:14 -- Identity Theft; 1995-04-30 12:45 -- Tax Evasion; 
2015-05-23 12:32,Search,Deavers, Loretta,2014-08-22 20:51 -- Grand Theft Auto; 2014-08-22 22:19 -- Theft; 2014-08-22 22:55 -- Grand Theft Auto; 2015-03-13 09:54 -- Assault; 
2015-05-23 18:03,Search,Gonzales, Elsie,1985-07-12 15:16 -- Shoplifting; 
#######,,,,
2015-05-24 11:21,New Entry,Carlo, Susan,2015-05-24 04:37 -- Money Laundering; 2015-05-24 07:09 -- Money Laundering; 2015-05-24 10:00 -- Arson; 
2015-05-24 17:34,New Entry,Goudeau, Loretta,2015-05-24 05:19 -- Intent to Distribute; 2015-05-24 10:54 -- Grand Theft Auto; 2015-05-24 16:20 -- Possession; 
2015-05-24 23:05,New Entry,Thomason, Carol,2015-05-24 08:50 -- Arson; 
2015-05-24 04:47,Search,Hall, Donna,2014-02-26 12:19 -- Possession; 2014-02-26 16:46 -- Vandalism; 
2015-05-24 11:00,Record Updated,Gaffney, Ludie,2015-05-24 11:00 -- Tax Evasion
2015-05-24 11:23,Search,Brinson, Barbara,1982-06-25 22:38 -- Grand Theft Auto; 1997-05-04 19:15 -- Theft; 2014-01-10 16:16 -- Intent to Distribute; 
2015-05-24 15:44,Search,Harr, Evelyn,No record found.
2015-05-24 18:10,Search,Rennie, Richard,No record found.
2015-05-24 18:39,Search,Antonio, Vanessa,2014-02-03 04:41 -- Shoplifting; 2014-02-03 08:08 -- Drunk Driving; 2014-02-03 12:55 -- Tax Evasion; 
2015-05-24 22:51,Search,Riddle, Lilly,No record found.
#######,,,,
2015-05-25 01:33,New Entry,Odom, Peter,2015-05-25 01:25 -- Money Laundering; 
2015-05-25 12:26,New Entry,Axtell, Kelvin,2015-05-25 08:51 -- Tax Evasion; 
2015-05-25 09:04,Record Updated,Soto, Florene,2015-05-25 09:04 -- Tax Evasion
2015-05-25 11:54,Search,Dalton, Tommye,No record found.
2015-05-25 13:44,Search,Yokley, Dalton,No record found.
2015-05-25 15:56,Search,Snow, Hazel,No record found.
2015-05-25 16:45,Search,Thomas, Joanne,2014-04-06 03:17 -- Drunk Driving; 2014-04-06 06:57 -- Money Laundering; 
2015-05-25 17:07,Search,Oliver, Wanda,1976-07-10 04:49 -- Tax Evasion; 1976-12-29 18:42 -- Shoplifting; 1989-11-13 17:51 -- Possession; 1991-03-30 16:19 -- Possession; 2009-12-22 11:45 -- Vandalism; 
2015-05-25 19:16,Search,Finn, Alicia,2014-07-17 05:04 -- Shoplifting; 2014-07-17 07:55 -- Theft; 
2015-05-25 21:27,Search,Chan, Ryan,2014-12-06 12:54 -- Drunk Driving; 2015-02-18 07:10 -- Theft; 
2015-05-25 23:38,Search,Chung, Beth,2014-02-08 20:23 -- Money Laundering; 
#######,,,,
2015-05-26 00:28,New Entry,Owens, Laura,2015-05-26 00:05 -- Shoplifting; 2015-05-26 00:08 -- Drunk Driving; 2015-05-26 00:27 -- Assault; 
2015-05-26 01:06,New Entry,Green, Jeremy,2015-05-26 00:58 -- Money Laundering; 
2015-05-26 09:13,New Entry,Schultz, Donette,2015-05-26 01:10 -- Shoplifting; 2015-05-26 02:47 -- Identity Theft; 2015-05-26 08:03 -- Arson; 
2015-05-26 12:16,Search,Lee, Jesse,1981-09-09 10:53 -- Grand Theft Auto; 1984-04-21 16:37 -- Theft; 2005-02-08 19:44 -- Theft; 2012-07-15 21:39 -- Assault; 2013-04-09 13:51 -- Drunk Driving; 
2015-05-26 18:10,Search,Saldana, George,No record found.
2015-05-26 20:05,Search,Phillips, Richard,No record found.
#######,,,,
2015-05-27 04:02,New Entry,Haywood, Bonnie,2015-05-27 01:41 -- Identity Theft; 
2015-05-27 05:02,New Entry,Karl, John,2015-05-27 00:35 -- Identity Theft; 2015-05-27 00:49 -- Drunk Driving; 
2015-05-27 21:26,New Entry,Aponte, Robert,2015-05-27 00:54 -- Assault; 2015-05-27 06:45 -- Money Laundering; 
2015-05-27 05:10,Search,Parks, Susan,2014-05-05 03:10 -- Grand Theft Auto; 2014-05-05 05:18 -- Grand Theft Auto; 2014-05-05 05:38 -- Grand Theft Auto; 
2015-05-27 05:11,Search,Leber, Alice,No record found.
2015-05-27 07:24,Search,Ali, Lillian,2015-01-08 05:23 -- Breaking and Entering; 2015-01-08 11:52 -- Money Laundering; 
2015-05-27 13:03,Search,Scott, Yvonne,2014-09-29 03:31 -- Vandalism; 2014-09-29 16:32 -- Intent to Distribute; 
2015-05-27 13:41,Search,Johnson, Randall,2014-02-01 01:06 -- Money Laundering; 2014-02-01 07:47 -- Possession; 
2015-05-27 16:42,Search,Poisson, Jason,No record found.
#######,,,,
2015-05-28 07:59,New Entry,Kong, Michael,2015-05-28 03:41 -- Tax Evasion; 2015-05-28 06:04 -- Breaking and Entering; 2015-05-28 06:11 -- Identity Theft; 
2015-05-28 11:27,New Entry,Quinn, Michael,2015-05-28 01:56 -- Vandalism; 2015-05-28 02:43 -- Intent to Distribute; 2015-05-28 08:27 -- Intent to Distribute; 
2015-05-28 18:52,New Entry,Hall, Jamal,2015-05-28 00:36 -- Shoplifting; 2015-05-28 07:24 -- Identity Theft; 
2015-05-28 00:19,Search,Rogers, Antonio,1997-07-25 06:54 -- Intent to Distribute; 1999-03-08 12:14 -- Intent to Distribute; 2009-11-09 05:42 -- Assault; 
2015-05-28 02:36,Search,Washington, Pauline,1992-07-24 17:54 -- Money Laundering; 2000-09-26 19:08 -- Arson; 
2015-05-28 04:19,Search,Thorne, Ronald,1993-06-07 07:46 -- Grand Theft Auto; 1995-05-09 10:43 -- Vandalism; 2012-05-17 13:07 -- Intent to Distribute; 2013-11-18 13:03 -- Shoplifting; 
2015-05-28 10:12,Search,Hammonds, Jason,No record found.
2015-05-28 15:22,Record Deleted,Ramirez, Randy,2014-07-10 01:33 -- Identity Theft; 2014-10-12 03:32 -- Breaking and Entering; 
2015-05-28 17:50,Record Updated,Regalado, Daniel,2015-05-28 17:50 -- Identity Theft
2015-05-28 21:26,Search,Hardiman, Lorrine,1985-03-18 17:52 -- Shoplifting; 
#######,,,,
2015-05-29 03:04,New Entry,Blais, Gary,2015-05-29 00:34 -- Drunk Driving; 2015-05-29 03:03 -- Possession; 
2015-05-29 23:24,New Entry,Avina, Robert,2015-05-29 12:48 -- Vandalism; 2015-05-29 20:04 -- Identity Theft; 2015-05-29 21:28 -- Breaking and Entering; 
2015-05-29 00:29,Search,Krout, Karen,2015-02-19 00:12 -- Grand Theft Auto; 
2015-05-29 04:19,Search,Budd, Daniel,No record found.
2015-05-29 08:01,Search,Hatley, Mae,No record found.
2015-05-29 09:33,Search,Dodson, Susan,2014-11-10 02:24 -- Breaking and Entering; 2014-11-10 03:33 -- Intent to Distribute; 2014-11-10 04:14 -- Vandalism; 
2015-05-29 11:44,Search,Gutierrez, Susan,No record found.
2015-05-29 13:50,Search,Bowen, John,No record found.
2015-05-29 14:45,Search,Gordon, Tom,No record found.
2015-05-29 16:06,Search,Lewis, Bonita,2015-04-13 08:25 -- Shoplifting; 2015-04-13 15:06 -- Vandalism; 2015-04-13 15:28 -- Assault; 
2015-05-29 22:15,Search,Galusha, Oscar,2015-02-01 07:41 -- Grand Theft Auto; 
#######,,,,
2015-05-30 04:53,New Entry,Stamp, Susan,2015-05-30 01:10 -- Possession; 2015-05-30 01:46 -- Breaking and Entering; 2015-05-30 03:34 -- Vandalism; 
2015-05-30 07:58,New Entry,Deloach, Pearl,2015-05-30 01:18 -- Breaking and Entering; 2015-05-30 03:38 -- Money Laundering; 
2015-05-30 08:18,New Entry,Maroney, Brandi,2015-05-30 04:02 -- Assault; 2015-05-30 07:03 -- Arson; 
2015-05-30 00:09,Search,Kawamura, Jose,1983-10-05 07:00 -- Money Laundering; 1984-03-02 08:56 -- Intent to Distribute; 1997-05-08 16:48 -- Theft; 2014-02-02 18:58 -- Breaking and Entering; 
2015-05-30 09:55,Search,Davis, Jill,No record found.
2015-05-30 14:50,Search,Myers, Bobby,1977-01-08 02:24 -- Assault; 1984-05-20 19:49 -- Breaking and Entering; 1984-10-06 02:29 -- Shoplifting; 2003-12-08 15:43 -- Shoplifting; 2010-09-17 22:25 -- Vandalism; 
2015-05-30 18:27,Search,McCoy, Modesto,2014-10-03 07:10 -- Drunk Driving; 
2015-05-30 18:58,Search,Caster, Nancy,No record found.
2015-05-30 21:00,Search,Myles, Rachel,No record found.
#######,,,,
2015-05-31 14:25,New Entry,Poe, Josh,2015-05-31 01:36 -- Identity Theft; 
2015-05-31 16:25,New Entry,Madsen, Audrey,2015-05-31 03:13 -- Grand Theft Auto; 2015-05-31 05:22 -- Arson; 2015-05-31 09:23 -- Breaking and Entering; 
2015-05-31 19:17,New Entry,Barber, Ethel,2015-05-31 07:38 -- Possession; 2015-05-31 08:54 -- Vandalism; 2015-05-31 16:45 -- Vandalism; 
2015-05-31 07:50,Search,Aguirre, Aurelio,1980-11-21 19:03 -- Vandalism; 
2015-05-31 15:02,Search,Dalton, Helen,No record found.
2015-05-31 15:08,Record Updated,Gish, Kenneth,2015-05-31 15:08 -- Theft
2015-05-31 17:29,Record Updated,Reed, Geraldine,2015-05-31 17:29 -- Possession
#######,,,,
2015-06-01 04:24,New Entry,Parker, Lynda,2015-06-01 02:30 -- Assault; 2015-06-01 03:11 -- Arson; 
2015-06-01 04:47,Record Updated,Overstreet, Ines,2015-06-01 04:47 -- Theft
2015-06-01 05:37,Record Updated,Abbott, Ethan,2015-06-01 05:37 -- Money Laundering
2015-06-01 12:57,Search,Steely, Juan,No record found.
2015-06-01 14:08,Search,Sanford, Arlene,2014-01-06 00:36 -- Grand Theft Auto; 2014-01-06 02:19 -- Vandalism; 2014-01-06 03:42 -- Intent to Distribute; 
2015-06-01 15:12,Search,Carlton, Susan,1982-09-19 22:48 -- Assault; 1984-12-09 07:19 -- Grand Theft Auto; 2006-10-25 20:09 -- Breaking and Entering; 
2015-06-01 16:05,Record Updated,Oliver, Debbie,2015-06-01 16:05 -- Breaking and Entering
2015-06-01 18:17,Search,Bronson, Susan,No record found.
2015-06-01 18:40,Search,Cunningham, Rebecca,No record found.
2015-06-01 21:35,Search,Maloof, Leslie,2014-01-07 01:17 -- Intent to Distribute; 2014-04-01 23:15 -- Identity Theft; 
2015-06-01 22:14,Search,Payne, Lamont,2015-01-20 02:21 -- Assault; 2015-01-20 20:47 -- Intent to Distribute; 
#######,,,,
2015-06-02 20:12,New Entry,Chace, Clifford,2015-06-02 05:48 -- Arson; 
2015-06-02 05:04,Search,Reynolds, Dorothy,1995-01-04 21:10 -- Money Laundering; 2007-12-15 02:50 -- Theft; 
2015-06-02 16:43,Search,Crandall, Sherry,1999-07-12 04:14 -- Money Laundering; 1999-12-20 18:26 -- Breaking and Entering; 2005-07-28 03:10 -- Intent to Distribute; 2007-01-19 13:19 -- Tax Evasion; 
#######,,,,
2015-06-03 01:10,New Entry,Price, Susan,2015-06-03 00:18 -- Vandalism; 2015-06-03 00:32 -- Shoplifting; 2015-06-03 01:01 -- Theft; 
2015-06-03 06:19,New Entry,Ford, Patty,2015-06-03 03:13 -- Shoplifting; 
2015-06-03 15:46,New Entry,Barahona, Amy,2015-06-03 06:56 -- Grand Theft Auto; 2015-06-03 09:30 -- Shoplifting; 2015-06-03 13:02 -- Possession; 
2015-06-03 00:30,Search,Conway, Jaime,2014-08-29 00:59 -- Money Laundering; 2014-08-29 02:07 -- Tax Evasion; 2014-08-29 05:31 -- Theft; 2015-02-02 10:40 -- Possession; 
2015-06-03 04:02,Search,May, Latoya,No record found.
2015-06-03 04:26,Search,Rhyne, John,No record found.
2015-06-03 09:08,Record Updated,Steadman, Douglas,2015-06-03 09:08 -- Possession
2015-06-03 14:25,Search,Saylor, Cheryl,2006-05-25 17:21 -- Drunk Driving; 
2015-06-03 15:38,Search,Henderson, Jamee,No record found.
2015-06-03 16:58,Search,Best, David,No record found.
2015-06-03 17:49,Search,Smith, Patrick,No record found.
2015-06-03 21:01,Search,Clayborn, Lisa,No record found.
#######,,,,
2015-06-04 06:18,New Entry,Edwards, Paul,2015-06-04 01:52 -- Drunk Driving; 2015-06-04 03:33 -- Possession; 
2015-06-04 09:13,New Entry,Brown, Virginia,2015-06-04 00:10 -- Intent to Distribute; 2015-06-04 07:02 -- Arson; 2015-06-04 07:38 -- Breaking and Entering; 
2015-06-04 16:55,New Entry,Turpin, Amber,2015-06-04 01:03 -- Identity Theft; 2015-06-04 07:25 -- Intent to Distribute; 
2015-06-04 04:12,Search,Sherman, Andrew,No record found.
2015-06-04 06:25,Record Updated,Phillips, Ashley,2015-06-04 06:25 -- Shoplifting
2015-06-04 17:00,Record Deleted,Tamez, Antonio,2015-01-14 02:40 -- Possession; 2015-01-14 04:17 -- Assault; 
2015-06-04 20:50,Record Updated,Fox, James,2015-06-04 20:50 -- Identity Theft
2015-06-04 22:00,Search,Macha, Roger,No record found.
#######,,,,
2015-06-05 09:25,New Entry,Metzger, Karen,2015-06-05 08:49 -- Identity Theft; 
2015-06-05 02:01,Search,Johnson, Meri,2014-11-30 17:00 -- Theft; 
2015-06-05 05:08,Search,Fee, Carmen,No record found.
2015-06-05 08:10,Search,Lucchesi, Ralph,2014-05-08 00:37 -- Possession; 
2015-06-05 10:03,Search,Guerra, Robert,No record found.
2015-06-05 11:16,Search,Bishop, Debra,No record found.
2015-06-05 15:19,Record Updated,Drake, Willie,2015-06-05 15:19 -- Drunk Driving
2015-06-05 17:37,Search,Cantrell, Michael,2014-10-29 02:35 -- Tax Evasion; 
2015-06-05 20:00,Search,Horton, Cristina,No record found.
2015-06-05 23:37,Record Updated,Hamm, Nelson,2015-06-05 23:37 -- Breaking and Entering
#######,,,,
2015-06-06 00:34,New Entry,Lacy, Mary,2015-06-06 00:14 -- Assault; 2015-06-06 00:18 -- Grand Theft Auto; 
2015-06-06 14:15,New Entry,Kaylor, Aaron,2015-06-06 05:15 -- Tax Evasion; 2015-06-06 11:19 -- Shoplifting; 
2015-06-06 15:50,New Entry,Reed, Edna,2015-06-06 03:24 -- Arson; 2015-06-06 13:37 -- Arson; 
2015-06-06 06:08,Search,Ginyard, Lynda,No record found.
2015-06-06 07:47,Search,Brannon, Christopher,No record found.
2015-06-06 17:05,Record Updated,Cushman, Annette,2015-06-06 17:05 -- Vandalism
2015-06-06 17:20,Search,Moore, Darcie,2014-02-15 02:16 -- Intent to Distribute; 
2015-06-06 17:23,Search,Sullivan, Jimmy,No record found.
2015-06-06 18:26,Search,Chapdelaine, Jeremiah,No record found.
#######,,,,
2015-06-07 13:30,New Entry,Baca, Melissa,2015-06-07 01:10 -- Arson; 2015-06-07 06:17 -- Breaking and Entering; 2015-06-07 11:10 -- Theft; 
2015-06-07 16:52,New Entry,Smith, Deborah,2015-06-07 04:06 -- Grand Theft Auto; 2015-06-07 10:42 -- Shoplifting; 2015-06-07 14:34 -- Possession; 
2015-06-07 19:19,New Entry,Hinton, Julian,2015-06-07 05:57 -- Grand Theft Auto; 
2015-06-07 04:30,Search,Miller, Pablo,1976-05-29 07:08 -- Vandalism; 
2015-06-07 16:28,Search,Jernigan, Latisha,1976-12-09 12:18 -- Money Laundering; 2011-10-08 07:31 -- Intent to Distribute; 
2015-06-07 18:11,Search,Reiter, Stacy,1987-04-30 02:52 -- Arson; 1988-09-16 21:14 -- Grand Theft Auto; 1996-02-23 00:51 -- Shoplifting; 
2015-06-07 20:26,Record Updated,Sparks, Clayton,2015-06-07 20:26 -- Breaking and Entering
2015-06-07 20:42,Record Updated,Demarco, Delores,2015-06-07 20:42 -- Money Laundering
#######,,,,
2015-06-08 19:36,New Entry,Bell, Travis,2015-06-08 00:41 -- Grand Theft Auto; 2015-06-08 16:00 -- Assault; 
2015-06-08 04:38,Search,Groat, Jason,No record found.
2015-06-08 04:57,Search,Rowan, Lynn,1976-07-06 16:47 -- Shoplifting; 1994-12-23 13:55 -- Vandalism; 1998-10-18 06:36 -- Breaking and Entering; 2007-05-17 18:35 -- Arson; 
2015-06-08 04:58,Search,Rodriguez, Agustin,1987-10-23 08:04 -- Theft; 
2015-06-08 13:36,Search,Reeves, Luz,No record found.
2015-06-08 22:23,Search,Salmeron, Cathy,No record found.
#######,,,,
2015-06-09 04:13,New Entry,Tomes, Michelle,2015-06-09 01:03 -- Shoplifting; 
2015-06-09 13:48,New Entry,Sisco, Whitney,2015-06-09 03:15 -- Tax Evasion; 2015-06-09 06:21 -- Vandalism; 
2015-06-09 18:07,New Entry,Battles, Abraham,2015-06-09 14:30 -- Possession; 
2015-06-09 00:36,Search,Robertson, Richard,2014-09-20 02:27 -- Intent to Distribute; 
2015-06-09 01:47,Search,Lawrence, Jan,No record found.
2015-06-09 07:55,Search,Freeman, Mary,2001-03-22 05:20 -- Drunk Driving; 2001-07-27 03:44 -- Drunk Driving; 2009-11-12 02:47 -- Tax Evasion; 
2015-06-09 14:14,Search,Hecht, Dixie,No record found.
2015-06-09 15:59,Search,Moree, Mark,No record found.
2015-06-09 18:27,Search,Krall, Gerald,1992-09-01 22:36 -- Money Laundering; 2002-06-12 14:09 -- Possession; 2008-04-25 22:12 -- Money Laundering; 
#######,,,,
2015-06-10 04:31,New Entry,Shoemaker, Irvin,2015-06-10 04:16 -- Tax Evasion; 
2015-06-10 10:47,New Entry,Guerra, Robert,2015-06-10 06:37 -- Shoplifting; 2015-06-10 06:43 -- Theft; 2015-06-10 09:33 -- Money Laundering; 
2015-06-10 16:55,Record Deleted,Murillo, Agustin,2014-06-15 02:14 -- Breaking and Entering; 
